job,marital,default,housing,loan,contact,month,poutcome,deposit
management,married,yes,yes,no,cellular,jul,unknown,no
technician,divorced,no,yes,no,cellular,may,unknown,no
management,married,no,yes,yes,cellular,aug,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
management,married,no,yes,no,telephone,jan,unknown,no
blue-collar,divorced,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,no,no,telephone,jun,unknown,no
technician,single,no,no,no,cellular,may,failure,no
services,single,no,yes,no,unknown,may,unknown,no
entrepreneur,single,no,yes,yes,cellular,nov,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
retired,married,no,no,no,telephone,feb,unknown,no
self-employed,married,no,yes,no,unknown,jun,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,yes,yes,unknown,jun,unknown,no
admin.,single,no,yes,no,telephone,jul,unknown,no
technician,married,no,yes,no,cellular,nov,unknown,no
technician,single,no,no,yes,cellular,jul,unknown,no
technician,divorced,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
management,married,no,yes,yes,cellular,aug,unknown,no
management,single,no,no,no,cellular,feb,failure,no
blue-collar,married,no,yes,no,cellular,nov,failure,no
technician,divorced,no,no,yes,cellular,aug,unknown,no
blue-collar,married,no,yes,yes,cellular,apr,failure,no
technician,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,yes,cellular,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,divorced,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
student,single,no,no,no,cellular,feb,unknown,no
management,divorced,no,yes,no,unknown,jun,unknown,no
services,married,no,yes,no,cellular,jan,failure,no
management,divorced,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
housemaid,married,no,no,no,telephone,jul,unknown,no
unknown,single,no,no,no,telephone,jan,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
technician,married,no,yes,yes,cellular,jul,unknown,no
technician,married,no,yes,no,cellular,jul,unknown,no
retired,married,no,no,no,cellular,oct,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
unknown,married,no,no,no,cellular,aug,failure,no
retired,married,no,no,no,cellular,aug,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
technician,married,no,no,yes,cellular,nov,failure,no
admin.,married,no,yes,no,cellular,nov,unknown,no
self-employed,single,no,no,no,cellular,jul,unknown,no
management,married,no,no,yes,unknown,jun,unknown,no
technician,married,no,yes,no,cellular,may,failure,no
management,single,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,no,no,cellular,jan,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
housemaid,married,no,no,no,cellular,nov,success,no
management,married,no,yes,no,telephone,may,unknown,no
retired,married,no,no,yes,cellular,jul,unknown,no
housemaid,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
retired,married,no,no,no,cellular,mar,other,no
services,single,no,no,no,cellular,jul,unknown,no
management,married,no,no,no,telephone,jul,unknown,no
retired,married,no,yes,no,cellular,may,unknown,no
unemployed,married,no,yes,no,telephone,jul,unknown,no
technician,single,no,no,no,unknown,jun,unknown,no
technician,married,no,yes,yes,unknown,jul,unknown,no
services,married,no,yes,no,cellular,nov,unknown,no
management,single,yes,no,no,cellular,jan,unknown,no
blue-collar,single,no,no,no,telephone,jul,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
management,single,no,no,yes,cellular,aug,unknown,no
admin.,married,no,yes,no,cellular,oct,failure,no
admin.,single,no,no,yes,cellular,jul,unknown,no
housemaid,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
self-employed,married,no,no,no,cellular,aug,unknown,no
housemaid,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,no,no,cellular,jan,unknown,no
admin.,single,no,no,no,telephone,jul,unknown,no
blue-collar,divorced,no,no,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,jan,unknown,no
blue-collar,married,no,no,no,cellular,may,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
admin.,married,no,yes,yes,cellular,may,unknown,no
management,married,no,yes,no,cellular,nov,failure,no
blue-collar,single,no,yes,no,telephone,may,unknown,no
management,single,no,yes,no,cellular,jul,unknown,no
services,single,no,no,yes,cellular,jul,unknown,no
services,married,no,yes,no,cellular,jul,unknown,no
admin.,married,no,yes,no,cellular,feb,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
entrepreneur,married,no,yes,no,cellular,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,telephone,jul,unknown,no
blue-collar,married,no,no,no,cellular,nov,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
self-employed,single,no,yes,no,unknown,may,unknown,no
technician,married,no,no,no,cellular,nov,failure,no
admin.,married,no,yes,no,cellular,jul,failure,no
retired,married,no,no,yes,cellular,aug,unknown,no
management,single,no,yes,no,cellular,may,failure,no
self-employed,married,no,no,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
services,married,no,yes,yes,cellular,nov,unknown,no
management,single,no,yes,no,cellular,nov,unknown,no
management,single,no,yes,no,unknown,jun,unknown,no
self-employed,married,no,no,yes,cellular,jul,unknown,no
retired,divorced,no,no,no,cellular,jan,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
technician,married,no,no,no,telephone,feb,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
management,married,no,no,no,cellular,apr,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
unemployed,married,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,yes,no,unknown,may,unknown,no
retired,married,no,yes,no,telephone,apr,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,yes,cellular,nov,unknown,no
management,single,no,yes,no,cellular,jul,unknown,no
blue-collar,divorced,no,yes,no,cellular,may,unknown,no
unemployed,divorced,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,yes,cellular,apr,failure,no
management,married,no,yes,no,cellular,nov,unknown,no
self-employed,married,no,no,no,unknown,jun,unknown,no
entrepreneur,married,no,no,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,telephone,jul,unknown,no
blue-collar,single,no,no,no,cellular,feb,unknown,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
self-employed,married,no,yes,no,unknown,may,unknown,no
self-employed,single,no,no,no,telephone,jan,unknown,no
admin.,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,may,failure,no
management,married,no,no,no,cellular,aug,unknown,no
management,divorced,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
technician,single,no,yes,yes,cellular,aug,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,yes,unknown,may,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,telephone,jul,unknown,no
services,single,no,yes,no,cellular,may,unknown,no
retired,married,no,yes,no,cellular,may,other,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
technician,married,no,yes,no,cellular,jan,unknown,no
blue-collar,single,no,no,yes,telephone,jul,unknown,no
technician,married,no,yes,yes,unknown,jun,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,yes,no,cellular,apr,failure,no
management,married,no,yes,no,cellular,jan,failure,no
services,single,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
management,single,yes,no,yes,cellular,jul,unknown,no
management,married,no,yes,no,cellular,may,failure,no
technician,married,no,no,no,cellular,nov,unknown,no
services,single,no,yes,no,cellular,may,failure,no
unemployed,married,no,yes,no,unknown,jun,unknown,no
technician,single,no,no,no,cellular,jan,failure,no
management,married,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,cellular,may,failure,no
technician,single,no,yes,no,cellular,apr,unknown,no
technician,single,no,no,yes,cellular,aug,failure,no
management,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,no,no,unknown,jun,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
services,single,no,yes,no,cellular,may,failure,no
technician,single,no,no,yes,cellular,aug,unknown,no
admin.,single,no,no,yes,unknown,sep,failure,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
self-employed,divorced,no,yes,no,cellular,nov,unknown,no
self-employed,married,no,yes,no,unknown,jun,unknown,no
blue-collar,single,no,yes,no,unknown,jun,unknown,no
retired,married,no,yes,yes,unknown,jun,unknown,no
blue-collar,single,no,yes,no,unknown,jun,unknown,no
management,divorced,no,no,yes,cellular,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
admin.,single,no,yes,yes,unknown,jun,unknown,no
admin.,married,no,yes,no,cellular,nov,unknown,no
services,single,no,yes,no,cellular,may,unknown,no
admin.,single,no,no,no,unknown,jun,unknown,no
technician,married,no,no,no,unknown,may,unknown,no
entrepreneur,married,no,no,no,unknown,jun,unknown,no
admin.,married,no,no,no,cellular,nov,unknown,no
admin.,single,no,yes,no,unknown,jun,unknown,no
management,married,no,yes,no,unknown,aug,unknown,no
retired,married,no,no,no,telephone,aug,unknown,no
blue-collar,married,no,yes,no,cellular,aug,unknown,no
retired,married,no,no,no,cellular,aug,other,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
housemaid,married,no,yes,no,cellular,jul,unknown,no
services,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,yes,cellular,jul,unknown,no
entrepreneur,married,no,yes,no,cellular,may,failure,no
management,married,no,yes,yes,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,feb,failure,no
admin.,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,unknown,may,unknown,no
technician,married,no,no,yes,cellular,jul,unknown,no
self-employed,married,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,no,telephone,jul,unknown,no
management,divorced,no,yes,no,cellular,apr,success,no
retired,married,no,no,no,cellular,aug,unknown,no
services,single,no,no,no,cellular,jul,unknown,no
technician,single,no,yes,no,telephone,feb,other,no
management,divorced,no,yes,no,cellular,nov,failure,no
services,married,no,no,no,unknown,jun,unknown,no
retired,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,yes,unknown,jun,unknown,no
management,single,no,no,no,cellular,jul,unknown,no
services,married,no,yes,no,cellular,nov,failure,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,nov,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
management,divorced,no,no,no,cellular,jul,unknown,no
technician,married,no,yes,no,cellular,feb,unknown,no
services,married,no,yes,yes,cellular,nov,failure,no
admin.,married,no,yes,no,unknown,may,unknown,no
unemployed,divorced,no,no,no,cellular,nov,success,no
self-employed,married,no,yes,yes,cellular,may,failure,no
services,married,no,no,no,cellular,aug,unknown,no
blue-collar,divorced,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,cellular,jul,unknown,no
technician,married,no,yes,no,cellular,may,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,telephone,may,other,no
unemployed,single,no,no,no,cellular,feb,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
management,married,no,no,yes,unknown,jun,unknown,no
retired,divorced,no,no,no,cellular,jan,unknown,no
services,married,no,yes,no,cellular,apr,unknown,no
admin.,married,no,yes,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,aug,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
management,married,no,yes,no,cellular,apr,unknown,no
technician,married,no,yes,no,telephone,nov,unknown,no
blue-collar,married,no,yes,no,cellular,sep,unknown,no
retired,married,no,no,no,cellular,aug,success,no
admin.,single,no,no,no,cellular,mar,unknown,no
admin.,married,no,no,no,cellular,apr,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,feb,unknown,no
technician,married,no,yes,no,cellular,jul,other,no
blue-collar,divorced,no,no,yes,cellular,jul,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
self-employed,married,no,yes,no,cellular,oct,failure,no
technician,divorced,no,yes,no,unknown,may,unknown,no
services,married,no,yes,yes,cellular,jul,unknown,no
self-employed,married,no,no,no,cellular,aug,unknown,no
unknown,married,no,no,no,cellular,aug,unknown,no
services,married,no,yes,yes,unknown,may,unknown,no
technician,married,no,yes,no,cellular,aug,unknown,no
blue-collar,married,no,no,no,cellular,aug,unknown,no
services,married,no,yes,no,cellular,nov,failure,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
self-employed,married,no,yes,no,cellular,nov,unknown,no
blue-collar,married,no,yes,no,cellular,nov,other,no
technician,married,no,no,no,cellular,apr,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
unemployed,married,no,yes,no,cellular,jul,unknown,no
retired,married,no,no,no,cellular,jun,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
unemployed,married,no,no,no,cellular,feb,unknown,no
management,married,no,yes,no,cellular,apr,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,no,no,unknown,may,unknown,no
admin.,single,no,no,no,cellular,jul,unknown,no
self-employed,married,yes,no,yes,cellular,jul,unknown,no
blue-collar,married,no,no,no,unknown,may,unknown,no
technician,married,no,yes,no,cellular,feb,failure,no
management,single,no,yes,no,unknown,may,unknown,no
services,married,no,no,no,unknown,jun,unknown,no
admin.,married,no,yes,yes,cellular,may,unknown,no
management,divorced,no,no,no,cellular,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
entrepreneur,married,no,no,no,cellular,jul,unknown,no
blue-collar,single,no,no,no,cellular,apr,unknown,no
admin.,single,no,yes,no,cellular,jul,unknown,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
management,married,no,no,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,no,yes,telephone,jul,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,no,yes,cellular,jul,unknown,no
management,married,no,yes,no,unknown,jun,unknown,no
technician,divorced,no,yes,no,cellular,nov,failure,no
technician,married,no,no,no,cellular,aug,unknown,no
admin.,single,no,no,no,cellular,nov,unknown,no
self-employed,single,no,no,no,unknown,oct,unknown,no
management,divorced,no,no,yes,cellular,jul,unknown,no
technician,married,no,yes,yes,cellular,aug,unknown,no
technician,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
management,married,no,yes,no,cellular,aug,unknown,no
technician,single,no,no,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
admin.,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,apr,other,no
admin.,married,no,yes,no,cellular,nov,unknown,no
admin.,single,no,no,no,cellular,feb,failure,no
blue-collar,married,no,yes,no,telephone,may,failure,no
blue-collar,married,no,no,no,cellular,nov,unknown,no
housemaid,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
management,married,no,yes,no,telephone,nov,unknown,no
blue-collar,married,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,nov,unknown,no
management,divorced,no,yes,no,cellular,nov,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,yes,unknown,may,unknown,no
technician,divorced,no,yes,no,unknown,may,unknown,no
management,married,no,yes,yes,telephone,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,no,no,cellular,oct,other,no
management,married,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
admin.,single,no,yes,yes,cellular,apr,unknown,no
technician,single,no,yes,yes,cellular,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
technician,single,no,yes,yes,cellular,jan,failure,no
blue-collar,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
services,single,no,yes,no,telephone,may,unknown,no
technician,single,no,yes,no,unknown,jun,unknown,no
retired,divorced,yes,no,yes,cellular,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,feb,unknown,no
management,divorced,no,yes,no,cellular,jul,unknown,no
student,single,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,nov,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
blue-collar,married,no,no,yes,cellular,jul,unknown,no
admin.,single,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,yes,unknown,jun,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,telephone,may,unknown,no
technician,single,no,yes,no,cellular,jul,unknown,no
technician,married,no,yes,no,cellular,feb,unknown,no
retired,married,no,no,no,telephone,feb,unknown,no
retired,married,no,yes,yes,cellular,aug,unknown,no
management,married,no,yes,no,cellular,nov,other,no
blue-collar,single,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,no,cellular,jan,unknown,no
technician,single,no,no,no,cellular,jan,unknown,no
services,divorced,no,yes,no,cellular,may,unknown,no
technician,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,feb,unknown,no
admin.,married,no,no,no,cellular,nov,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,cellular,may,unknown,no
blue-collar,married,yes,yes,yes,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,yes,no,cellular,jan,failure,no
management,married,no,no,no,cellular,oct,unknown,no
blue-collar,divorced,no,yes,no,cellular,nov,unknown,no
admin.,married,no,yes,no,cellular,apr,failure,no
technician,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
technician,single,no,yes,no,cellular,may,failure,no
admin.,married,no,yes,no,cellular,jul,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
student,single,no,no,no,cellular,aug,unknown,no
services,married,no,yes,no,cellular,may,failure,no
admin.,single,no,yes,no,cellular,may,failure,no
technician,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,oct,unknown,no
services,married,no,yes,no,cellular,jul,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
management,married,no,no,no,telephone,nov,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,no,no,telephone,apr,unknown,no
blue-collar,married,no,yes,yes,cellular,jul,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
retired,married,no,yes,yes,unknown,may,unknown,no
admin.,married,no,no,yes,unknown,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
blue-collar,single,no,no,yes,cellular,jul,unknown,no
management,divorced,no,yes,no,cellular,may,other,no
admin.,single,no,yes,no,telephone,may,failure,no
blue-collar,single,no,yes,no,cellular,may,other,no
technician,married,no,no,no,unknown,may,unknown,no
student,single,no,no,no,cellular,nov,failure,no
technician,single,no,no,no,cellular,jul,unknown,no
technician,divorced,no,yes,yes,unknown,may,unknown,no
self-employed,single,no,no,no,cellular,aug,unknown,no
self-employed,married,no,yes,yes,cellular,nov,unknown,no
technician,married,no,no,no,cellular,feb,unknown,no
services,married,no,yes,yes,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,cellular,apr,unknown,no
unknown,married,no,no,no,unknown,jun,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
retired,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
unknown,single,no,no,no,cellular,nov,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,yes,cellular,nov,failure,no
retired,married,no,no,no,unknown,jun,unknown,no
management,single,no,no,no,telephone,mar,success,no
self-employed,divorced,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,telephone,feb,unknown,no
self-employed,married,no,no,yes,unknown,jul,unknown,no
housemaid,single,no,no,no,cellular,jan,other,no
unemployed,single,no,no,no,cellular,feb,unknown,no
technician,married,no,yes,no,telephone,jul,unknown,no
technician,married,no,yes,no,cellular,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,nov,failure,no
technician,married,no,no,no,telephone,jul,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,yes,yes,no,unknown,may,unknown,no
services,divorced,no,no,yes,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
services,divorced,no,no,yes,cellular,jul,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,yes,no,cellular,nov,failure,no
unemployed,married,yes,yes,no,unknown,jun,unknown,no
admin.,married,no,no,no,cellular,mar,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
student,single,yes,no,no,unknown,aug,unknown,no
management,single,no,no,no,unknown,may,unknown,no
technician,married,no,yes,no,cellular,nov,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
admin.,married,no,yes,no,cellular,feb,other,no
blue-collar,married,no,no,yes,telephone,jul,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
services,married,no,yes,no,cellular,may,unknown,no
admin.,married,no,yes,yes,cellular,may,other,no
technician,single,no,no,no,cellular,sep,failure,no
technician,married,no,no,yes,unknown,jun,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
technician,single,no,yes,no,cellular,may,failure,no
management,married,no,yes,no,cellular,nov,success,no
blue-collar,married,no,yes,no,cellular,jan,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
self-employed,married,no,no,no,telephone,jun,unknown,no
unknown,single,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,yes,cellular,nov,other,no
admin.,married,no,yes,no,cellular,apr,failure,no
admin.,single,no,no,no,cellular,jul,unknown,no
technician,divorced,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,yes,no,no,unknown,may,unknown,no
housemaid,married,yes,no,no,cellular,aug,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
services,married,no,no,no,cellular,may,other,no
admin.,married,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,yes,no,cellular,may,failure,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
services,married,no,yes,yes,cellular,apr,failure,no
student,single,no,no,no,telephone,jul,unknown,no
blue-collar,married,no,yes,yes,cellular,feb,unknown,no
blue-collar,married,yes,yes,yes,unknown,jun,unknown,no
student,single,no,no,no,cellular,may,unknown,no
technician,divorced,no,yes,yes,cellular,feb,unknown,no
management,divorced,no,no,no,cellular,aug,unknown,no
self-employed,single,no,yes,yes,cellular,apr,other,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
management,single,no,yes,no,unknown,jun,unknown,no
management,married,no,no,no,unknown,may,unknown,no
technician,married,no,yes,yes,cellular,feb,other,no
admin.,married,no,yes,yes,telephone,may,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,unknown,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,jun,failure,no
blue-collar,married,no,yes,no,cellular,may,other,no
blue-collar,married,no,yes,no,telephone,may,unknown,no
retired,married,no,yes,no,unknown,jun,unknown,no
management,single,no,no,no,unknown,may,unknown,no
blue-collar,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,divorced,no,yes,no,unknown,jun,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
admin.,single,no,no,no,cellular,jul,failure,no
technician,single,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
services,married,no,yes,no,cellular,may,failure,no
management,divorced,no,yes,no,cellular,nov,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
technician,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,yes,unknown,jun,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,cellular,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
admin.,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
housemaid,married,no,yes,no,cellular,may,unknown,no
management,married,no,yes,yes,unknown,may,unknown,no
retired,divorced,no,yes,yes,cellular,jan,unknown,no
services,single,no,no,yes,unknown,jun,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
management,married,no,no,no,unknown,jun,unknown,no
management,divorced,no,yes,no,cellular,jul,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
retired,married,no,no,no,telephone,feb,unknown,no
technician,married,no,yes,no,cellular,feb,unknown,no
technician,divorced,no,no,no,cellular,aug,unknown,no
retired,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,yes,cellular,may,unknown,no
technician,married,no,yes,no,cellular,may,failure,no
retired,divorced,no,no,no,cellular,feb,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,feb,unknown,no
retired,married,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,yes,unknown,jun,unknown,no
self-employed,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,no,no,telephone,nov,unknown,no
management,divorced,no,no,no,unknown,may,unknown,no
